id,Churn,genero,idoso,possui_parceiro,possui_dependentes,tempo_contrato,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_tv,streaming_filmes,tipo_contrato,fatura_digital,metodo_pagamento,valor_mensal,total_cobrado,contas_diarias
4818-QIUFN,sim,Feminino,1,Não,Não,20,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.15,1520.9,2.6383333333333336
4819-HJPIW,não,Masculino,0,Não,Não,18,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,25.15,476.8,0.8383333333333333
4821-SJHJV,não,Feminino,0,Sim,Sim,32,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,89.6,2901.8,2.9866666666666664
4821-WQOYN,não,Feminino,0,Sim,Sim,72,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Cartão de crédito (automático),20.1,1326.25,0.67
4822-LPTYJ,não,Masculino,0,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automática),103.75,7346.2,3.4583333333333335
4822-NGOCH,sim,Feminino,0,Não,Não,13,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,84.45,1058.6,2.815
4822-RVYBB,sim,Masculino,1,Não,Não,8,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.6,819.4,3.353333333333333
4822-YCXMX,sim,Masculino,0,Não,Não,25,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.8,2043.45,2.8266666666666667
4824-GUCBY,não,Feminino,1,Não,Não,22,Sim,Não,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,81.7,1820.9,2.7233333333333336
4825-FUREZ,não,Masculino,0,Sim,Não,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque eletrônico,20.25,835.5,0.675
4825-XJGDM,não,Feminino,0,Não,Não,61,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Cartão de crédito (automático),43.7,2696.55,1.4566666666666668
4826-DXMUP,não,Masculino,0,Não,Sim,35,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Cheque enviado,72.1,2495.15,2.4033333333333333
4826-TZEVA,não,Feminino,0,Não,Não,40,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),74.8,2971.7,2.493333333333333
4826-XTSOH,sim,Masculino,1,Sim,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,86.05,86.05,2.868333333333333
4827-DPADN,não,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),83.3,6042.7,2.7766666666666664
4827-LTQRJ,não,Feminino,1,Sim,Sim,66,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),110.6,7210.85,3.6866666666666665
4827-USJHP,não,Masculino,0,Não,Não,20,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,51.8,1023.85,1.7266666666666666
4828-FAZPK,não,Feminino,0,Sim,Sim,16,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),79.95,1267.95,2.665
4829-AUOAX,sim,Feminino,0,Não,Não,46,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Transferência bancária (automática),96.05,4399.5,3.2016666666666667
4829-ZLJTK,não,Feminino,1,Sim,Não,72,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,112.4,8046.85,3.746666666666667
4830-FAXFM,não,Masculino,0,Não,Sim,19,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cartão de crédito (automático),24.1,439.2,0.8033333333333333
4831-EOBFE,sim,Masculino,0,Sim,Sim,29,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cartão de crédito (automático),94.65,2649.15,3.1550000000000002
4832-VRBMR,não,Masculino,1,Sim,Não,65,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),103.15,6792.45,3.4383333333333335
4833-QTJNO,não,Masculino,1,Sim,Não,67,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automática),83.85,5588.8,2.795
4835-YSJMR,não,Masculino,0,Não,Não,39,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Bienal,Sim,Transferência bancária (automática),49.8,1971.15,1.66
4836-WNFNO,não,Feminino,0,Sim,Não,72,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),25.0,1849.2,0.8333333333333334
4837-PZTIC,não,Feminino,0,Não,Não,47,Não,Sem serviço de telefone,DSL,Sim,Não,Sim,Sim,Não,Não,Bienal,Não,Cheque enviado,41.9,1875.25,1.3966666666666667
4837-QUSFT,não,Feminino,0,Sim,Não,65,Sim,Sim,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Anual,Sim,Transferência bancária (automática),100.15,6643.5,3.3383333333333334
4840-ORQXB,não,Feminino,1,Não,Não,56,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,104.75,5841.35,3.4916666666666667
4844-JJWUY,sim,Feminino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,86.0,86.0,2.8666666666666667
4846-WHAFZ,sim,Feminino,1,Sim,Não,37,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.5,2868.15,2.55
4847-QNOKA,sim,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),44.9,44.9,1.4966666666666666
4847-TAJYI,não,Feminino,1,Não,Não,6,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,89.35,567.8,2.978333333333333
4849-PYRLQ,não,Feminino,1,Não,Não,56,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Transferência bancária (automática),73.25,4054.2,2.441666666666667
4851-BQDNX,não,Masculino,0,Sim,Sim,40,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,85.05,3355.65,2.835
4853-OITSN,não,Masculino,0,Sim,Não,5,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,89.15,413.25,2.9716666666666667
4853-RULSV,sim,Masculino,0,Não,Não,70,Sim,Sim,Fibra óptica,Sim,Não,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),104.0,7250.15,3.466666666666667
4854-CIDCF,não,Feminino,1,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,73.85,196.4,2.4616666666666664
4854-SSLTN,não,Masculino,0,Sim,Sim,2,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,Cheque enviado,59.5,130.5,1.9833333333333334
4855-SNKMY,sim,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,44.1,44.1,1.47
4859-ZSRDZ,não,Feminino,0,Sim,Sim,58,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),55.5,3166.9,1.85
4860-IJUDE,não,Masculino,0,Não,Não,13,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),73.75,956.65,2.4583333333333335
4860-YZGZM,não,Masculino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque eletrônico,20.0,185.4,0.6666666666666666
4868-AADLV,não,Masculino,1,Sim,Sim,66,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,116.25,7862.25,3.875
4869-EPIUS,não,Masculino,0,Sim,Não,56,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Sim,Anual,Sim,Cheque eletrônico,80.9,4557.5,2.6966666666666668
4871-JTKJF,sim,Feminino,1,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.65,69.65,2.3216666666666668
4872-JCVCA,não,Feminino,0,Sim,Não,71,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Não,Não,Bienal,Sim,Transferência bancária (automática),47.6,3377.8,1.5866666666666667
4872-VXRIL,não,Masculino,0,Não,Não,56,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,Transferência bancária (automática),64.65,3665.55,2.1550000000000002
4873-ILOLJ,sim,Masculino,0,Não,Não,24,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,90.35,2238.5,3.0116666666666663
4877-EVATK,sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,20.0,20.0,0.6666666666666666
4877-TSOFF,não,Feminino,0,Sim,Sim,55,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automática),75.75,4264.25,2.525
4878-BUNFV,não,Masculino,0,Sim,Sim,42,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.7,828.85,0.69
4879-GZLFH,não,Feminino,0,Sim,Sim,42,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,92.15,3875.4,3.0716666666666668
4881-GQJTW,não,Masculino,0,Não,Não,14,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cartão de crédito (automático),19.6,300.4,0.6533333333333334
4881-JVQOD,não,Masculino,1,Sim,Sim,10,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Transferência bancária (automática),34.55,362.6,1.1516666666666666
4883-KCPZJ,não,Feminino,0,Sim,Sim,22,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),25.25,555.4,0.8416666666666667
4883-QICIH,sim,Masculino,0,Sim,Sim,32,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),69.75,2347.9,2.325
4884-LEVMQ,não,Masculino,0,Sim,Não,39,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Sim,Transferência bancária (automática),20.45,790.0,0.6816666666666666
4884-TVUQF,não,Feminino,1,Não,Não,57,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito (automático),101.3,5779.6,3.3766666666666665
4884-ZTHVF,não,Feminino,1,Não,Não,8,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,87.1,713.6,2.9033333333333333
4890-VMUAV,não,Masculino,0,Não,Não,63,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Cheque eletrônico,71.5,4576.3,2.3833333333333333
4891-NLUBA,não,Feminino,0,Sim,Sim,61,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),61.45,3751.15,2.0483333333333333
4892-VLANZ,sim,Masculino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.8,19.8,0.66
4893-GYUJU,não,Feminino,0,Não,Não,50,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Sim,Cheque enviado,19.35,1033.0,0.645
4895-TMWIR,sim,Masculino,1,Sim,Não,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.95,214.75,0.6649999999999999
4896-CPRPF,não,Masculino,0,Sim,Sim,35,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),25.45,809.25,0.8483333333333333
4897-QSUYC,sim,Feminino,0,Não,Não,1,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,20.15,20.15,0.6716666666666666
4900-MSOMT,não,Feminino,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Bienal,Não,Transferência bancária (automática),80.2,5714.2,2.6733333333333333
4902-OHLSK,sim,Feminino,1,Não,Não,29,Sim,Sim,Fibra óptica,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Cheque eletrônico,98.65,2862.75,3.2883333333333336
4903-CNOZC,não,Masculino,0,Não,Não,29,Sim,Sim,DSL,Não,Sim,Sim,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),70.9,1964.6,2.3633333333333337
4903-UYAVB,sim,Masculino,0,Sim,Não,5,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Não,Cheque enviado,19.35,126.05,0.645
4905-JEFDW,sim,Masculino,0,Não,Não,11,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Não,Anual,Sim,Cheque eletrônico,41.6,470.6,1.3866666666666667
4906-ZHGPK,não,Masculino,0,Sim,Sim,54,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Anual,Sim,Cheque eletrônico,70.7,3770.0,2.356666666666667
4908-XAXAY,não,Feminino,1,Não,Não,49,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Anual,Sim,Transferência bancária (automática),89.85,4287.2,2.9949999999999997
4909-JOUPP,não,Masculino,1,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),109.7,7898.45,3.6566666666666667
4910-AQFFX,sim,Masculino,0,Sim,Sim,9,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),79.35,661.25,2.645
4910-GMJOT,sim,Feminino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,94.6,94.6,3.1533333333333333
4911-BANWH,sim,Feminino,0,Não,Sim,31,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),86.55,2697.4,2.885
4912-PIGUY,não,Feminino,0,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,84.6,84.6,2.82
4913-EHYUI,sim,Masculino,1,Sim,Sim,56,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),104.55,5794.65,3.485
4915-BFSXL,não,Masculino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Não,Bienal,Não,Cartão de crédito (automático),68.95,4858.7,2.2983333333333333
4918-FYJNT,não,Feminino,1,Sim,Não,55,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,90.45,5044.8,3.015
4918-QLLIW,sim,Masculino,0,Não,Não,3,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Não,Cartão de crédito (automático),53.4,188.7,1.78
4919-IKATY,sim,Masculino,0,Sim,Sim,5,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,84.5,453.75,2.816666666666667
4919-MOAVT,sim,Masculino,0,Não,Sim,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,69.65,220.1,2.3216666666666668
4922-CVPDX,não,Feminino,0,Sim,Não,26,Sim,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),73.5,1905.7,2.45
4923-ADWXJ,não,Feminino,0,Não,Não,25,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automática),65.8,1679.65,2.1933333333333334
4925-LMHOK,sim,Masculino,0,Não,Não,15,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,Cartão de crédito (automático),58.6,939.7,1.9533333333333334
4926-UMJZD,não,Feminino,0,Sim,Não,31,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque enviado,49.2,1498.55,1.6400000000000001
4927-WWOOZ,não,Masculino,0,Sim,Não,2,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,91.45,171.45,3.0483333333333333
4929-BSTRX,sim,Feminino,0,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque enviado,53.55,53.55,1.785
4929-ROART,não,Masculino,0,Não,Não,18,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque enviado,56.25,969.85,1.875
4929-XIHVW,não,Masculino,1,Sim,Não,2,Sim,Não,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),95.5,181.65,3.183333333333333
4931-TRZWN,não,Feminino,0,Não,Não,13,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,71.95,923.85,2.3983333333333334
4933-BSAIP,não,Feminino,0,Sim,Não,40,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,19.1,780.1,0.6366666666666667
4933-IKULF,não,Feminino,1,Não,Não,17,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.65,330.6,0.6883333333333332
4936-YPJNK,não,Feminino,0,Não,Não,10,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.9,199.45,0.6633333333333333
4937-QPZPO,não,Masculino,0,Sim,Sim,61,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,99.9,6241.35,3.33
4939-KYYPY,não,Masculino,0,Não,Não,27,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Não,Mensal,Não,Cheque eletrônico,59.45,1611.65,1.9816666666666667
4940-KHCWD,não,Feminino,0,Sim,Não,60,Não,Sem serviço de telefone,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,Transferência bancária (automática),37.7,2288.7,1.2566666666666668
4942-VZZOM,não,Masculino,0,Sim,Não,64,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Anual,Sim,Cartão de crédito (automático),66.15,4392.5,2.205
4945-RVMTE,não,Feminino,0,Não,Não,28,Sim,Não,DSL,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Transferência bancária (automática),59.55,1646.45,1.9849999999999999
4946-EDSEW,sim,Feminino,0,Sim,Sim,11,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,19.25,180.3,0.6416666666666667
4947-DSMXK,não,Masculino,0,Sim,Sim,34,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),97.7,3410.0,3.256666666666667
4948-WBBKL,não,Feminino,1,Não,Não,36,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),74.9,2659.45,2.496666666666667
4950-BDEUX,não,Masculino,0,Não,Não,35,Não,Sem serviço de telefone,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,49.2,1701.65,1.6400000000000001
4950-HKQTE,não,Feminino,0,Não,Não,22,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,26.25,605.9,0.875
4951-UKAAQ,sim,Feminino,0,Não,Não,4,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,88.95,355.2,2.9650000000000003
4952-YSOGZ,sim,Feminino,0,Sim,Sim,4,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.95,381.3,2.865
4955-VCWBI,não,Feminino,0,Sim,Sim,43,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,20.0,817.95,0.6666666666666666
4957-SREEC,não,Masculino,0,Sim,Sim,70,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cartão de crédito (automático),20.35,1458.1,0.6783333333333333
4957-TIALW,não,Feminino,0,Não,Sim,15,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Não,Cartão de crédito (automático),65.6,1010.0,2.1866666666666665
4957-TREIR,não,Masculino,0,Não,Não,3,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Mensal,Sim,Cartão de crédito (automático),64.4,195.65,2.146666666666667
4958-GZWIY,sim,Masculino,0,Sim,Sim,7,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Cheque eletrônico,48.7,340.25,1.6233333333333335
4958-XCBDQ,sim,Masculino,1,Não,Não,35,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.4,3496.3,3.3800000000000003
4959-JOSRX,sim,Feminino,0,Sim,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),44.6,80.55,1.4866666666666668
4962-CHQPW,não,Masculino,0,Não,Sim,29,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Cheque enviado,19.85,535.05,0.6616666666666667
4967-WPNCF,não,Masculino,0,Não,Não,72,Não,Sem serviço de telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automática),63.7,4464.8,2.1233333333333335
4971-PUYQO,sim,Feminino,0,Não,Não,27,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque enviado,94.55,2724.6,3.1516666666666664
4973-MGTON,não,Feminino,0,Sim,Não,71,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),84.4,5969.3,2.8133333333333335
4973-RLZVI,não,Feminino,0,Não,Não,30,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Anual,Não,Cartão de crédito (automático),74.65,2308.6,2.4883333333333337
4976-LNFVV,não,Masculino,1,Sim,Não,19,Não,Sem serviço de telefone,DSL,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),34.3,577.15,1.1433333333333333
4979-HPRFL,não,Masculino,0,Sim,Sim,56,Sim,Sim,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Transferência bancária (automática),24.15,1402.25,0.8049999999999999
4980-URKXC,não,Masculino,0,Sim,Não,36,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Anual,Não,Transferência bancária (automática),20.85,720.05,0.6950000000000001
4981-FLTMF,não,Feminino,0,Sim,Sim,57,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,Transferência bancária (automática),65.2,3687.85,2.1733333333333333
4983-CCWMC,não,Masculino,0,Não,Não,3,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque enviado,69.6,207.4,2.32
4983-CLMLV,não,Feminino,0,Sim,Não,52,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),102.7,5138.1,3.4233333333333333
4986-MXSFP,não,Feminino,0,Não,Não,2,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Mensal,Sim,Cheque enviado,20.0,40.9,0.6666666666666666
4987-GQWPO,não,Masculino,0,Não,Não,17,Não,Sem serviço de telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),25.1,382.8,0.8366666666666667
4988-IQIGL,sim,Masculino,1,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,75.35,75.35,2.5116666666666663
4989-LIXVT,não,Masculino,1,Não,Não,68,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,95.9,6503.2,3.1966666666666668
4990-ALDGW,não,Masculino,0,Não,Não,57,Sim,Não,Não,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Sem serviço de internet,Bienal,Não,Cheque enviado,20.75,1118.8,0.6916666666666667
